"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"1","Warehouse_ATL","Denver","LaserShip","Wednesday",2023-02-01,2023-02-05,4,1192,34,193.6
"0","Warehouse_DEN","Dallas","DHL","Thursday",2023-04-20,2023-04-24,4,923,18.6,144.95
"0","Warehouse_ATL","Houston","DHL","Saturday",2023-02-18,2023-02-21,3,1434,16.9,208.26
"0","Warehouse_BOS","Phoenix","LaserShip","Saturday",2023-11-25,2023-12-02,7,1682,36.9,307.4
"0","Warehouse_LA","Dallas","OnTrac","Wednesday",2023-04-26,2023-04-30,4,1435,26.3,200.48
"0","Warehouse_LA","Denver","FedEx","Monday",2023-04-03,2023-04-08,5,2386,12.5,326.12
"0","Warehouse_NYC","Los Angeles","FedEx","Tuesday",2023-08-29,2023-09-02,4,1007,6.8,155.95
"0","Warehouse_MIA","New York","UPS","Wednesday",2023-06-28,2023-07-02,4,1636,15.4,238.58
"1","Warehouse_ATL","Boston","LaserShip","Monday",2023-10-02,2023-10-17,15,993,46.9,180.87
"0","Warehouse_MIA","Detroit","LaserShip","Wednesday",2023-05-03,2023-05-07,4,810,19.2,132.01
"0","Warehouse_HOU","Chicago","DHL","Tuesday",2023-02-07,2023-02-15,8,2113,77.7,197.9
"0","Warehouse_LA","Chicago","Amazon Logistics","Monday",2023-08-21,2023-08-25,4,1640,12.4,228.09
"0","Warehouse_HOU","Seattle","DHL","Tuesday",2023-06-20,2023-06-24,4,1517,9.7,233.83
"0","Warehouse_HOU","Minneapolis","Amazon Logistics","Wednesday",2023-05-10,2023-05-16,6,2458,12.3,306.2
"0","Warehouse_CHI","Detroit","OnTrac","Friday",2023-01-20,2023-01-24,4,283,70,123.86
"0","Warehouse_HOU","Miami","UPS","Monday",2023-06-12,2023-06-17,5,2114,9.9,282.29
"0","Warehouse_SF","Boston","Amazon Logistics","Thursday",2023-06-01,2023-06-07,6,1683,24.8,213.13
"0","Warehouse_DEN","Dallas","USPS","Friday",2023-10-27,2023-10-29,2,345,4.6,44.35
"0","Warehouse_MIA","Detroit","OnTrac","Friday",2023-03-31,2023-04-06,6,2470,4.8,287.6
"0","Warehouse_BOS","Chicago","DHL","Saturday",2023-06-03,2023-06-05,2,285,19.2,197.9
"1","Warehouse_HOU","Chicago","UPS","Wednesday",2023-02-08,2023-02-15,7,428,40.1,104.23
"0","Warehouse_MIA","Chicago","Amazon Logistics","Wednesday",2023-02-22,2023-02-28,6,1780,38.4,276.83
"0","Warehouse_SF","Seattle","USPS","Friday",2023-08-11,2023-08-16,5,2049,30.3,247.69
"0","Warehouse_SEA","Phoenix","FedEx","Monday",2023-12-25,2024-01-03,9,2363,14.1,430.99
"0","Warehouse_SEA","Chicago","OnTrac","Sunday",2023-11-26,2023-12-03,7,2315,6.2,314.26
"0","Warehouse_MIA","Detroit","Amazon Logistics","Friday",2023-03-31,2023-04-03,3,1415,51.8,231.8
"0","Warehouse_MIA","Portland","LaserShip","Thursday",2023-11-02,2023-11-04,2,862,18.4,151.67
"0","Warehouse_DEN","Boston","OnTrac","Sunday",2023-11-26,2023-12-02,6,1889,14.5,301.8
"0","Warehouse_NYC","Los Angeles","LaserShip","Saturday",2023-08-19,2023-08-22,3,909,14.7,124.34
"0","Warehouse_CHI","Portland","LaserShip","Monday",2023-09-25,2023-09-27,2,675,46.3,140.84
"1","Warehouse_BOS","New York","LaserShip","Friday",2023-11-24,2023-11-28,4,677,17,113.42
"0","Warehouse_ATL","Phoenix","USPS","Tuesday",2023-11-07,2023-11-12,5,1315,36.1,234.42
"0","Warehouse_CHI","Seattle","LaserShip","Thursday",2023-09-21,2023-09-23,2,105,57.5,82.81
"0","Warehouse_LA","New York","USPS","Monday",2023-11-13,2023-11-18,5,1791,25.2,283.73
"0","Warehouse_HOU","Houston","USPS","Monday",2023-07-24,2023-07-29,5,1778,97.3,286.39
"0","Warehouse_ATL","Miami","USPS","Sunday",2023-03-12,2023-03-14,2,209,7.3,35.27
"0","Warehouse_NYC","Dallas","OnTrac","Wednesday",2023-05-31,2023-06-04,4,350,21.4,73.84
"0","Warehouse_DEN","Minneapolis","DHL","Wednesday",2023-01-18,2023-01-24,6,1802,50.2,326.57
"0","Warehouse_ATL","Minneapolis","USPS","Thursday",2023-10-19,2023-10-22,3,1093,5.8,120.42
"0","Warehouse_NYC","Atlanta","FedEx","Monday",2023-11-13,2023-11-19,6,870,9.7,162.42
"0","Warehouse_LA","Los Angeles","FedEx","Sunday",2023-09-10,2023-09-14,4,1645,39.1,277.98
"0","Warehouse_NYC","Detroit","DHL","Thursday",2023-08-24,2023-08-26,2,121,27.7,51.34
"0","Warehouse_HOU","Atlanta","USPS","Monday",2023-01-16,2023-01-18,2,800,38.4,125.03
"0","Warehouse_CHI","Detroit","OnTrac","Friday",2023-02-03,2023-02-04,1,283,0,35.85
"0","Warehouse_HOU","Minneapolis","OnTrac","Sunday",2023-03-05,2023-03-06,1,205,12.8,41.3
"0","Warehouse_CHI","Chicago","USPS","Saturday",2023-04-22,2023-04-26,4,1943,42.2,271.44
"0","Warehouse_LA","Houston","Amazon Logistics","Thursday",2023-09-07,2023-09-10,3,1317,13.3,179.74
"0","Warehouse_MIA","New York","DHL","Monday",2023-07-10,2023-07-11,1,237,12.4,47.25
"0","Warehouse_BOS","Detroit","USPS","Saturday",2023-02-25,2023-02-27,2,489,12.2,70.06
"0","Warehouse_CHI","Phoenix","LaserShip","Tuesday",2023-06-20,2023-06-24,4,1752,28.6,223.2
"0","Warehouse_CHI","Miami","FedEx","Monday",2023-05-22,2023-05-25,3,1350,12.3,199.26
"0","Warehouse_DEN","San Francisco","USPS","Monday",2023-06-12,2023-06-16,4,1323,7.5,165.29
"0","Warehouse_BOS","San Francisco","OnTrac","Saturday",2023-08-19,2023-08-25,6,255,10.4,45.53
"0","Warehouse_LA","New York","UPS","Sunday",2023-09-24,2023-09-27,3,420,33.5,88.12
"0","Warehouse_CHI","Atlanta","LaserShip","Sunday",2023-08-13,2023-08-19,6,1506,16.9,192.93
"0","Warehouse_MIA","Phoenix","LaserShip","Wednesday",2023-11-08,2023-11-13,5,1763,25.9,272
"0","Warehouse_BOS","Boston","FedEx","Monday",2023-03-20,2023-03-24,4,1483,6.2,217.1
"0","Warehouse_ATL","Boston","FedEx","Saturday",2023-03-25,2023-03-30,5,1921,7.3,238.37
"0","Warehouse_SF","Atlanta","LaserShip","Monday",2023-08-14,2023-08-19,5,1737,30.8,251.75
"0","Warehouse_BOS","Miami","OnTrac","Friday",2023-01-20,2023-01-23,3,560,3.6,68.65
"0","Warehouse_HOU","Dallas","OnTrac","Sunday",2023-01-08,2023-01-11,3,1118,63.5,192.27
"0","Warehouse_CHI","Detroit","FedEx","Wednesday",2023-02-15,2023-02-16,1,283,53.7,113.89
"0","Warehouse_DEN","Seattle","Amazon Logistics","Thursday",2023-03-23,2023-03-29,6,2287,10.3,312.01
"0","Warehouse_NYC","Minneapolis","DHL","Thursday",2023-03-16,2023-03-19,3,475,23.7,105.39
"1","Warehouse_MIA","Atlanta","FedEx","Saturday",2023-12-16,2023-12-30,14,253,12.4,55.37
"0","Warehouse_CHI","Atlanta","UPS","Sunday",2023-10-15,2023-10-19,4,976,21.5,163.13
"0","Warehouse_HOU","Denver","FedEx","Monday",2023-10-09,2023-10-12,3,1030,13.7,151.52
"0","Warehouse_BOS","Chicago","USPS","Thursday",2023-02-16,2023-02-20,4,1702,11.5,215.48
"0","Warehouse_DEN","Los Angeles","FedEx","Sunday",2023-12-24,2023-12-28,4,2010,7.2,340.75
"0","Warehouse_HOU","Seattle","Amazon Logistics","Monday",2023-02-27,2023-03-05,6,2323,12.9,311.31
"0","Warehouse_NYC","Detroit","Amazon Logistics","Wednesday",2023-03-08,2023-03-13,5,2263,16.3,299.25
"0","Warehouse_SEA","Minneapolis","FedEx","Tuesday",2023-11-14,2023-11-17,3,1054,8.3,166.12
"0","Warehouse_SF","Phoenix","FedEx","Wednesday",2023-10-25,2023-10-29,4,905,11.6,147.12
"0","Warehouse_DEN","Atlanta","USPS","Friday",2023-08-04,2023-08-09,5,1069,9.1,144.68
"0","Warehouse_BOS","Dallas","UPS","Saturday",2023-02-11,2023-02-17,6,2274,26.8,317.7
"0","Warehouse_SF","Atlanta","UPS","Friday",2023-11-03,2023-11-05,2,161,14.9,50
"0","Warehouse_MIA","Houston","OnTrac","Wednesday",2023-09-20,2023-09-24,4,547,139.3,235.27
"0","Warehouse_NYC","Boston","Amazon Logistics","Saturday",2023-05-13,2023-05-15,2,215,85.2,135.67
"0","Warehouse_HOU","Boston","FedEx","Tuesday",2023-10-03,2023-10-09,6,2282,61.4,405.09
"1","Warehouse_ATL","Chicago","Amazon Logistics","Wednesday",2023-08-23,2023-09-03,11,2411,72.5,350.54
"0","Warehouse_SEA","Dallas","DHL","Thursday",2023-06-29,2023-07-02,3,1008,26.8,176.88
"1","Warehouse_ATL","San Francisco","FedEx","Saturday",2023-07-08,2023-07-18,10,439,34.2,93.52
"0","Warehouse_ATL","Chicago","FedEx","Thursday",2023-03-09,2023-03-13,4,151,45.4,84.91
"0","Warehouse_MIA","Seattle","LaserShip","Saturday",2023-07-08,2023-07-13,5,1235,64,233.21
"0","Warehouse_MIA","Seattle","Amazon Logistics","Sunday",2023-06-04,2023-06-10,6,1836,81.9,300.38
"0","Warehouse_MIA","Boston","OnTrac","Saturday",2023-04-01,2023-04-08,7,2415,16.7,340.65
"1","Warehouse_SF","Seattle","Amazon Logistics","Thursday",2023-01-26,2023-02-01,6,1969,17.4,249.13
"0","Warehouse_DEN","Atlanta","OnTrac","Sunday",2023-07-30,2023-08-02,3,784,108.8,204.71
"0","Warehouse_ATL","San Francisco","LaserShip","Saturday",2023-01-28,2023-02-02,5,1687,25.7,227.68
"0","Warehouse_BOS","Houston","USPS","Saturday",2023-06-03,2023-06-08,5,1624,11.6,214.12
"0","Warehouse_ATL","San Francisco","Amazon Logistics","Sunday",2023-07-30,2023-08-01,2,337,27.3,70.85
"0","Warehouse_SF","Portland","Amazon Logistics","Monday",2023-04-03,2023-04-08,5,2131,11.9,260.02
"0","Warehouse_ATL","Los Angeles","OnTrac","Wednesday",2023-10-04,2023-10-09,5,144,125.8,154.81
"0","Warehouse_HOU","Phoenix","LaserShip","Friday",2023-03-17,2023-03-21,4,371,24.7,73.47
"0","Warehouse_DEN","Minneapolis","USPS","Wednesday",2023-07-26,2023-07-31,5,2393,22.8,287.85
"0","Warehouse_SF","Boston","DHL","Monday",2023-05-08,2023-05-13,5,1504,18.1,236.64
"0","Warehouse_DEN","Chicago","Amazon Logistics","Monday",2023-10-23,2023-10-30,7,2333,8.7,296.81
"0","Warehouse_SEA","Dallas","FedEx","Thursday",2023-10-26,2023-10-27,1,303,27.5,68.71
"1","Warehouse_DEN","New York","USPS","Monday",2023-12-25,2024-01-06,12,118,24.8,54.1
"0","Warehouse_ATL","Boston","Amazon Logistics","Friday",2023-11-17,2023-11-23,6,2282,42.3,378.62
"0","Warehouse_CHI","Atlanta","USPS","Saturday",2023-02-25,2023-03-04,7,2106,13.5,246
"0","Warehouse_LA","Phoenix","OnTrac","Tuesday",2023-05-30,2023-06-02,3,373,9.4,61.04
"0","Warehouse_DEN","San Francisco","OnTrac","Wednesday",2023-05-17,2023-05-21,4,1611,20.6,219.02
"0","Warehouse_NYC","Atlanta","LaserShip","Sunday",2023-10-15,2023-10-19,4,870,75.7,211.3
"0","Warehouse_SF","New York","LaserShip","Thursday",2023-11-30,2023-12-01,1,104,11.3,29.98
"0","Warehouse_SF","Dallas","OnTrac","Friday",2023-11-17,2023-11-20,3,917,10.5,154.75
"0","Warehouse_LA","Houston","USPS","Friday",2023-11-03,2023-11-06,3,1090,21,186.14
"0","Warehouse_CHI","Denver","UPS","Sunday",2023-12-24,2023-12-26,2,1000,28.7,188.12
"0","Warehouse_MIA","Portland","LaserShip","Tuesday",2023-06-06,2023-06-08,2,181,14.1,42.48
"0","Warehouse_HOU","Phoenix","UPS","Monday",2023-03-20,2023-03-27,7,2300,35.7,341.41
"0","Warehouse_SF","Denver","OnTrac","Monday",2023-09-11,2023-09-16,5,1176,40.5,175.32
"1","Warehouse_HOU","Los Angeles","UPS","Tuesday",2023-03-21,2023-04-05,15,915,18.2,150.78
"1","Warehouse_LA","Los Angeles","DHL","Wednesday",2023-11-08,2023-11-23,15,495,11.9,103
"0","Warehouse_MIA","Minneapolis","DHL","Wednesday",2023-11-15,2023-11-17,2,605,24.4,146.91
"0","Warehouse_LA","Dallas","DHL","Saturday",2023-11-25,2023-11-28,3,1435,18,271.66
"0","Warehouse_MIA","Los Angeles","Amazon Logistics","Wednesday",2023-09-20,2023-09-25,5,1973,11.8,268.59
"0","Warehouse_CHI","Minneapolis","LaserShip","Monday",2023-04-03,2023-04-06,3,106,30.9,46.94
"0","Warehouse_HOU","Miami","OnTrac","Monday",2023-10-23,2023-10-26,3,1118,59.4,192.19
"0","Warehouse_SF","San Francisco","Amazon Logistics","Tuesday",2023-11-28,2023-12-03,5,1034,40.3,208.84
"0","Warehouse_CHI","Seattle","FedEx","Tuesday",2023-11-14,2023-11-19,5,1878,14,337
"0","Warehouse_SF","Seattle","DHL","Saturday",2023-04-15,2023-04-19,4,1819,33.7,302.22
"0","Warehouse_SF","Dallas","LaserShip","Wednesday",2023-01-04,2023-01-12,8,2355,32,327.1
"0","Warehouse_SF","Boston","Amazon Logistics","Sunday",2023-02-12,2023-02-17,5,2282,15.9,308.5
"0","Warehouse_BOS","New York","LaserShip","Friday",2023-10-20,2023-10-22,2,308,31.6,74.81
"1","Warehouse_SF","Portland","Amazon Logistics","Monday",2023-10-09,2023-10-13,4,1221,16.5,169.6
"1","Warehouse_BOS","Los Angeles","UPS","Sunday",2023-10-15,2023-10-29,14,852,24.6,150.37
"0","Warehouse_ATL","Houston","OnTrac","Monday",2023-11-13,2023-11-16,3,945,22.5,172.21
"0","Warehouse_BOS","Phoenix","UPS","Monday",2023-07-24,2023-07-30,6,2256,14,295.74
"0","Warehouse_NYC","Minneapolis","FedEx","Saturday",2023-10-28,2023-10-29,1,481,8.1,81.18
"0","Warehouse_BOS","Portland","Amazon Logistics","Saturday",2023-05-20,2023-05-24,4,1767,20,254.01
"0","Warehouse_MIA","Phoenix","FedEx","Wednesday",2023-05-31,2023-06-07,7,788,35.9,140.38
"0","Warehouse_HOU","Minneapolis","DHL","Wednesday",2023-08-09,2023-08-12,3,1017,22.5,171.17
"0","Warehouse_DEN","Seattle","UPS","Sunday",2023-01-08,2023-01-12,4,1577,17.6,242.22
"0","Warehouse_HOU","Detroit","UPS","Thursday",2023-08-17,2023-08-23,6,2490,12.8,6229.12
"0","Warehouse_MIA","Phoenix","OnTrac","Wednesday",2023-01-25,2023-01-26,1,167,71.1,114.32
"0","Warehouse_BOS","Houston","FedEx","Wednesday",2023-08-23,2023-08-29,6,2328,13.6,326.71
"0","Warehouse_ATL","New York","OnTrac","Saturday",2023-04-29,2023-05-02,3,669,24.2,107.33
"0","Warehouse_SF","Denver","OnTrac","Sunday",2023-12-31,2024-01-02,2,468,39.7,130.73
"0","Warehouse_DEN","San Francisco","Amazon Logistics","Monday",2023-03-06,2023-03-09,3,563,9.4,84.83
"0","Warehouse_MIA","Phoenix","Amazon Logistics","Tuesday",2023-10-24,2023-10-28,4,1584,13.6,187.79
"0","Warehouse_SEA","Minneapolis","USPS","Sunday",2023-05-21,2023-05-26,5,2107,32.5,252.22
"0","Warehouse_MIA","Los Angeles","UPS","Friday",2023-12-01,2023-12-05,4,1473,23.3,266.08
"0","Warehouse_NYC","Denver","DHL","Friday",2023-06-23,2023-06-26,3,509,88.7,196.15
"0","Warehouse_ATL","Minneapolis","OnTrac","Tuesday",2023-04-04,2023-04-06,2,253,36.3,74.96
"0","Warehouse_SF","Boston","OnTrac","Saturday",2023-09-02,2023-09-05,3,757,36.5,128
"0","Warehouse_SEA","San Francisco","USPS","Thursday",2023-04-27,2023-05-01,4,1796,26.9,221.1
"0","Warehouse_SEA","Seattle","FedEx","Tuesday",2023-06-27,2023-07-02,5,2087,4.4,301.81
"0","Warehouse_BOS","Chicago","LaserShip","Friday",2023-03-31,2023-04-03,3,1027,16.5,152.12
"0","Warehouse_ATL","Denver","FedEx","Thursday",2023-02-02,2023-02-09,7,2442,11.8,306.43
"0","Warehouse_SF","San Francisco","FedEx","Wednesday",2023-12-06,2023-12-10,4,862,22.4,162.76
"1","Warehouse_HOU","Dallas","FedEx","Monday",2023-07-17,2023-07-30,13,813,9.3,108.95
"0","Warehouse_DEN","Minneapolis","FedEx","Sunday",2023-01-29,2023-02-07,9,1805,40.9,307.96
"1","Warehouse_NYC","Minneapolis","FedEx","Thursday",2023-12-28,2024-01-07,10,1958,11.8,345.46
"0","Warehouse_SF","New York","Amazon Logistics","Friday",2023-04-28,2023-05-04,6,1943,10.1,221.55
"0","Warehouse_CHI","Chicago","Amazon Logistics","Wednesday",2023-11-01,2023-11-08,7,2441,8.9,390.8
"0","Warehouse_HOU","Portland","LaserShip","Saturday",2023-10-07,2023-10-10,3,1336,7.1,164.49
"0","Warehouse_LA","Portland","UPS","Monday",2023-01-23,2023-01-27,4,1050,45.4,172.09
"0","Warehouse_ATL","Atlanta","UPS","Tuesday",2023-10-17,2023-10-23,6,2107,53.8,334.19
"0","Warehouse_MIA","Dallas","UPS","Monday",2023-04-17,2023-04-19,2,517,20,96.84
"1","Warehouse_ATL","Dallas","UPS","Friday",2023-11-17,2023-12-03,16,1263,47.6,267.76
"0","Warehouse_SF","Dallas","LaserShip","Saturday",2023-03-04,2023-03-07,3,1154,14.9,148
"0","Warehouse_ATL","San Francisco","OnTrac","Thursday",2023-07-20,2023-07-24,4,407,62.4,118.11
"0","Warehouse_NYC","Los Angeles","FedEx","Monday",2023-08-21,2023-08-27,6,2076,28.3,318.34
"0","Warehouse_NYC","Denver","USPS","Wednesday",2023-09-27,2023-10-03,6,2346,26.6,295.92
"0","Warehouse_BOS","Portland","Amazon Logistics","Tuesday",2023-02-07,2023-02-09,2,576,29.9,108.93
"0","Warehouse_MIA","Atlanta","DHL","Saturday",2023-01-28,2023-02-02,5,1773,5.1,236.05
"0","Warehouse_SEA","Boston","FedEx","Wednesday",2023-09-06,2023-09-11,5,2200,75,402.46
"0","Warehouse_SEA","Denver","OnTrac","Sunday",2023-07-16,2023-07-21,5,2049,29.6,276.98
"0","Warehouse_HOU","Denver","OnTrac","Monday",2023-12-04,2023-12-11,7,1030,3.2,140.8
"0","Warehouse_NYC","Dallas","DHL","Wednesday",2023-04-05,2023-04-15,10,1319,18.9,196.91
"0","Warehouse_ATL","Miami","UPS","Friday",2023-10-20,2023-10-22,2,625,16.1,102.41
"0","Warehouse_CHI","Detroit","OnTrac","Sunday",2023-02-19,2023-02-22,3,283,36.7,80.24
"0","Warehouse_DEN","Boston","LaserShip","Friday",2023-08-25,2023-08-30,5,820,49.6,169.64
"0","Warehouse_CHI","Chicago","USPS","Saturday",2023-05-27,2023-05-29,2,858,7.2,197.9
"0","Warehouse_CHI","Atlanta","UPS","Saturday",2023-03-11,2023-03-15,4,1771,18.6,264.57
"0","Warehouse_BOS","Seattle","FedEx","Friday",2023-05-19,2023-05-24,5,1841,26.6,302.89
"0","Warehouse_SEA","Denver","UPS","Friday",2023-01-13,2023-01-17,4,1875,27.5,272.07
"0","Warehouse_HOU","Miami","FedEx","Friday",2023-06-30,2023-07-02,2,297,30.9,81.65
"0","Warehouse_ATL","Phoenix","UPS","Tuesday",2023-09-05,2023-09-09,4,1290,11.9,193.89
"0","Warehouse_BOS","Denver","OnTrac","Sunday",2023-08-13,2023-08-18,5,2033,16.3,25.2
"0","Warehouse_HOU","Houston","UPS","Saturday",2023-12-16,2023-12-23,7,974,24.7,179.53
"0","Warehouse_MIA","Portland","FedEx","Saturday",2023-10-21,2023-10-25,4,1492,32.3,233.32
"1","Warehouse_MIA","Miami","UPS","Wednesday",2023-11-22,2023-12-11,19,2060,32,348
"1","Warehouse_DEN","New York","Amazon Logistics","Saturday",2023-07-08,2023-07-21,13,2051,20.2,248.02
"0","Warehouse_HOU","New York","UPS","Saturday",2023-06-03,2023-06-09,6,2198,17.7,309.3
"0","Warehouse_LA","Dallas","LaserShip","Tuesday",2023-03-28,2023-03-31,3,1435,19.7,199
"0","Warehouse_DEN","Detroit","Amazon Logistics","Wednesday",2023-12-13,2023-12-17,4,1280,23.1,221.08
"1","Warehouse_LA","New York","DHL","Thursday",2023-03-23,2023-04-07,15,490,9.6,82.64
"0","Warehouse_SEA","Los Angeles","USPS","Friday",2023-09-15,2023-09-19,4,1355,7.9,161.43
"0","Warehouse_MIA","Portland","FedEx","Wednesday",2023-03-22,2023-03-25,3,1288,16,178.47
"0","Warehouse_MIA","Seattle","DHL","Tuesday",2023-04-04,2023-04-07,3,779,66.1,217.51
"1","Warehouse_MIA","Chicago","USPS","Friday",2023-08-11,2023-08-17,6,1555,27,210.66
"0","Warehouse_HOU","Miami","DHL","Wednesday",2023-10-04,2023-10-08,4,1631,20,276.56
"0","Warehouse_CHI","Chicago","UPS","Wednesday",2023-07-12,2023-07-16,4,400,45,108.75
"0","Warehouse_LA","Los Angeles","OnTrac","Monday",2023-12-18,2023-12-24,6,1460,42.1,285.71
"1","Warehouse_SEA","Denver","LaserShip","Tuesday",2023-05-02,2023-05-06,4,1095,27.6,151.22
"0","Warehouse_DEN","Atlanta","FedEx","Tuesday",2023-05-16,2023-05-18,2,336,16,70.65
"0","Warehouse_LA","San Francisco","Amazon Logistics","Monday",2023-12-18,2023-12-23,5,1524,19,224
"0","Warehouse_ATL","San Francisco","OnTrac","Monday",2023-01-23,2023-01-26,3,762,10.4,96.85
"0","Warehouse_HOU","Minneapolis","USPS","Monday",2023-09-11,2023-09-13,2,688,25.5,109.88
"0","Warehouse_ATL","Detroit","DHL","Sunday",2023-06-25,2023-06-30,5,2339,20,357.86
"0","Warehouse_MIA","Portland","DHL","Sunday",2023-04-23,2023-04-29,6,2132,19.1,302.52
"0","Warehouse_BOS","Boston","OnTrac","Wednesday",2023-12-27,2023-12-31,4,1257,8,211.44
"0","Warehouse_SEA","San Francisco","OnTrac","Wednesday",2023-11-29,2023-12-03,4,749,25.4,145.24
"0","Warehouse_HOU","New York","Amazon Logistics","Monday",2023-02-13,2023-02-16,3,773,11.6,99.14
"1","Warehouse_ATL","Denver","DHL","Saturday",2023-05-13,2023-05-16,3,228,14.9,55.89
"0","Warehouse_HOU","New York","LaserShip","Tuesday",2023-11-14,2023-11-21,7,2417,19.4,348.76
"0","Warehouse_DEN","Chicago","FedEx","Thursday",2023-10-26,2023-10-29,3,500,3.4,77.16
"0","Warehouse_BOS","Detroit","USPS","Monday",2023-01-16,2023-01-19,3,493,50.5,116.2
"1","Warehouse_ATL","Minneapolis","DHL","Saturday",2023-08-05,2023-08-19,14,456,29.7,98.25
"0","Warehouse_MIA","Los Angeles","Amazon Logistics","Sunday",2023-12-31,2024-01-05,5,612,11.7,108.46
"0","Warehouse_ATL","Atlanta","OnTrac","Tuesday",2023-10-10,2023-10-15,5,2137,0.3,281.6
"0","Warehouse_SEA","Atlanta","DHL","Friday",2023-10-27,2023-10-30,3,850,27.6,157
"1","Warehouse_CHI","Detroit","Amazon Logistics","Sunday",2023-08-20,2023-08-25,5,283,6.9,39.81
"1","Warehouse_DEN","Minneapolis","FedEx","Tuesday",2023-03-07,2023-03-19,12,1364,5.4,184.97
"0","Warehouse_BOS","Phoenix","DHL","Wednesday",2023-08-09,2023-08-15,6,1975,20.6,317.6
"0","Warehouse_NYC","Chicago","LaserShip","Wednesday",2023-04-19,2023-04-22,3,790,10.1,104.49
"0","Warehouse_MIA","New York","DHL","Monday",2023-10-30,2023-11-04,5,1685,17,252.92
"0","Warehouse_CHI","Denver","FedEx","Friday",2023-09-15,2023-09-18,3,1000,30.9,179.89
"0","Warehouse_SEA","Houston","OnTrac","Wednesday",2023-04-26,2023-05-02,6,2254,8.2,306.04
"0","Warehouse_LA","Atlanta","FedEx","Sunday",2023-06-11,2023-06-16,5,1761,37.6,305.62
"0","Warehouse_ATL","Denver","FedEx","Sunday",2023-05-28,2023-06-03,6,1394,78.7,309.33
"0","Warehouse_CHI","Los Angeles","USPS","Sunday",2023-11-26,2023-11-30,4,789,59.8,203.1
"1","Warehouse_MIA","Houston","LaserShip","Monday",2023-08-14,2023-08-19,5,790,21.4,113.32
"0","Warehouse_ATL","Dallas","OnTrac","Friday",2023-05-12,2023-05-18,6,1485,50.3,257.68
"0","Warehouse_SEA","San Francisco","Amazon Logistics","Sunday",2023-08-06,2023-08-10,4,2017,23.7,280.45
"0","Warehouse_MIA","Detroit","UPS","Wednesday",2023-02-22,2023-02-27,5,2021,43.5,324.49
"1","Warehouse_NYC","Boston","UPS","Saturday",2023-09-23,2023-09-28,5,215,14.9,197.9
"0","Warehouse_NYC","Denver","OnTrac","Tuesday",2023-03-28,2023-04-04,7,1466,16.7,200.43
"0","Warehouse_BOS","Boston","FedEx","Wednesday",2023-03-15,2023-03-17,2,626,12.8,94.48
"0","Warehouse_DEN","Atlanta","OnTrac","Monday",2023-02-20,2023-02-23,3,1063,3.5,138.85
"0","Warehouse_NYC","Atlanta","UPS","Sunday",2023-04-16,2023-04-18,2,870,166.1,337.18
"0","Warehouse_BOS","Chicago","FedEx","Wednesday",2023-08-23,2023-08-28,5,2387,21.8,325.09
"0","Warehouse_LA","San Francisco","Amazon Logistics","Saturday",2023-04-29,2023-05-03,4,1260,25.3,172.77
"1","Warehouse_DEN","Dallas","OnTrac","Thursday",2023-02-16,2023-03-02,14,1754,8.5,228.43
"0","Warehouse_SF","New York","FedEx","Wednesday",2023-06-21,2023-06-25,4,1457,40.7,240.08
"0","Warehouse_SF","Detroit","OnTrac","Saturday",2023-06-10,2023-06-17,7,2372,17.3,300.85
"0","Warehouse_BOS","Denver","OnTrac","Wednesday",2023-07-26,2023-07-31,5,1986,12.9,276.52
"0","Warehouse_SF","Seattle","UPS","Saturday",2023-06-10,2023-06-12,2,128,27.3,54.83
"0","Warehouse_NYC","Phoenix","OnTrac","Saturday",2023-12-23,2023-12-25,2,426,20.2,82.02
"1","Warehouse_BOS","New York","OnTrac","Saturday",2023-12-23,2024-01-01,9,1561,15.2,261.44
"1","Warehouse_CHI","Phoenix","OnTrac","Friday",2023-06-09,2023-06-23,14,1064,18.4,156.75
"0","Warehouse_LA","Chicago","DHL","Wednesday",2023-03-15,2023-03-20,5,1842,14.7,292.83
"0","Warehouse_ATL","Seattle","LaserShip","Thursday",2023-10-05,2023-10-11,6,670,41.9,129.64
"0","Warehouse_SF","Atlanta","UPS","Wednesday",2023-10-04,2023-10-08,4,1675,9.4,208.22
"1","Warehouse_CHI","Boston","FedEx","Tuesday",2023-09-05,2023-09-15,10,1854,8.4,237.7
"0","Warehouse_MIA","San Francisco","DHL","Saturday",2023-04-08,2023-04-15,7,2249,20.5,369.7
"1","Warehouse_SF","Miami","OnTrac","Thursday",2023-06-15,2023-06-23,8,1947,16.4,264.86
"0","Warehouse_ATL","Portland","UPS","Saturday",2023-12-30,2023-12-31,1,229,19.9,66.41
"0","Warehouse_SF","Minneapolis","USPS","Sunday",2023-03-26,2023-03-28,2,399,45.5,87.93
"0","Warehouse_LA","Houston","FedEx","Monday",2023-02-20,2023-02-24,4,1505,20.3,232.45
"0","Warehouse_SEA","Denver","UPS","Wednesday",2023-06-07,2023-06-12,5,2017,34.3,295.73
"1","Warehouse_NYC","Phoenix","Amazon Logistics","Tuesday",2023-04-11,2023-04-18,7,2264,12.7,285.48
"0","Warehouse_SF","San Francisco","USPS","Monday",2023-11-06,2023-11-11,5,2222,53.3,343.47
